titulo,Cidade,salario,descricao
Desenvolvedor Ruby,Fortaleza,,"Análise, programação e desenvolvimento de soluções."
Desenvolvedor Back-end,São Paulo,,"Atuar com PHP, JavaScript, MySQL, API REST e GIT."
Desenvolvedor Front-end,São Paulo,,"Trabalhar com desenvolvimento em HTML5, Javascript, CSS, jQuerySS e Bootstrap."
Desenvolvedor Magento,Santo André,,"Desenvolvimento Magento, manutenção de layouts de páginas da Web. Integração utilizado. Desenvolver novos módulos, aplicando melhorias e otimizações Conhecer API's de integração."
Desenvolvedor Python,Rio de Janeiro,,"Atuar em Squads de Produto, fazendo manutenção do legado e desenvolvimento de novos sistemas."
Desenvolvedor PHP Sênior,São Paulo,,"Atuar com visão Sistêmica e Relacionamento Interpessoal. Análise e programação orientada, solução de problemas. Design, planejamento e execução. Planejamento Pessoal e profissional."
Desenvolvedor .NET/C#,São Paulo,,Atuar com .
Desenvolvedor BackEnd Pleno,São Paulo,,"Desenvolvimento da plataforma da empresa com uso das tecnologias Java, Spring, Node, Angular, JavaScript e HTML 5."
Desenvolvedor Front-end Júnior / Pleno,São Paulo,,"Programa interfaces de Web e ferramentas de edição de imagem. Executa a manutenção dos sistemas, fazendo eventuais correções necessárias. Desenvolve trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos."
Desenvolvedor Java Fullstack,São Paulo,,"Atuar na análise e desenvolvimento das atividades da plataforma SaaS com foco na qualidade das entregas e satisfação das empresas que utilizam nosso serviço. Atuar em correções, melhorias e novos projetos, via backlog priorizado, sempre se preocupando para não impactar no fluxo do cliente. Efetuar alinhamento de dúvidas com as principais áreas cliente. Acompanhar o ciclo de vida da atividade desde a análise e correção, até a produção. Conectar front-end com back-end nos projetos, tendo a noção de todo o fluxo de operação do sistema, antecipando e evitando problemas."
Desenvolvedor Web / Mobile,Jundiaí,,"A WAbiz procura mais um profissional para fazer parte do seu time! Se você tem conhecimentos em desenvolvimento Web e Mobile envie seu currículo. Procuramos quem esteja pronto pra agregar, que tenha iniciativa e responsabilidade para assumir projetos desafiadores e então crescermos juntos. A WAbiz procura oferecer um ambiente agradável e descontraído para que seu talento seja posto em prática. Programar, codificar, fazer correções em sistema e afins."
Desenvolvedor React Sênior,Porto Alegre,,Programar interfaces de Web e ferramentas de edição de imagem.
Desenvolvedor Pleno,Sao Jose dos Pinhais,,"Criação e manutenção de aplicações Web responsivas, APIs e realizar integrações entre sistemas."
Desenvolvedor Front-end React,São Caetano do Sul,,Trabalhar em conjunto com nosso time de desenvolvedores e analistas de projeto para melhorar nossos produtos e experiências.
Desenvolvedor VB6.0 e .NET,São Paulo,,"Desenvolve sistemas de aplicação e programas, utilizando a linguagem VB6. Faz a montagem da estrutura de banco de dados e codificação de programas, planejando etapas e ações de trabalho. Cria projetos, desde aplicativos básicos aos específicos, sendo responsável pela sua implantação."
Desenvolvedor Web,Campinas,,A Sensedia continua crescendo e nossa busca por excelentes profissionais é contínua! Temos oportunidades para Desenvolvedor Web com atuação em Campinas/
Desenvolvedor API Pleno,Campinas,,"Colaboradores comprometidos, que buscam trabalhar em equipe, que gostam de tecnologia e se sentem motivadas a inovar. Esperamos também de nossos desenvolvedores algumas capacidades como: Saber equilibrar urgência e qualidade se adaptando aos timeframes dos projetos e necessidades dos clientes, motivação em buscar melhoria contínua nos processos em que está inserido, auto-didata e desenvoltura na assimilação de novas tecnologias, abstrair características específicas de um problema afim de buscar a essência do problema e em sequência identificar padrões de soluções já existentes, se relacionar e comunicar de forma a inspirar confiança e respeito entre clientes e pares."
Desenvolvedor API Pleno,Belo Horizonte,,"Colaboradores comprometidos, que buscam trabalhar em equipe, que gostam de tecnologia e se sentem motivadas a inovar. Esperamos também de nossos desenvolvedores algumas capacidades como: Saber equilibrar urgência e qualidade se adaptando aos timeframes dos projetos e necessidades dos clientes, motivação em buscar melhoria contínua nos processos em que está inserido, auto-didata e desenvoltura na assimilação de novas tecnologias, abstrair características específicas de um problema afim de buscar a essência do problema e em sequência identificar padrões de soluções já existentes, se relacionar e comunicar de forma a inspirar confiança e respeito entre clientes e pares."
Desenvolvedor Front-end - Developer,Florianopolis,,"Participar de projetos de desenvolvimento de novos softwares, avaliando os protótipos entregues pela equipe de UX/"
Desenvolvedor API Pleno,Rio de Janeiro,,"Colaboradores comprometidos, que buscam trabalhar em equipe, que gostam de tecnologia e se sentem motivadas a inovar. Esperamos também de nossos desenvolvedores algumas capacidades como: Saber equilibrar urgência e qualidade se adaptando aos timeframes dos projetos e necessidades dos clientes, motivação em buscar melhoria contínua nos processos em que está inserido, auto-didata e desenvoltura na assimilação de novas tecnologias, abstrair características específicas de um problema afim de buscar a essência do problema e em sequência identificar padrões de soluções já existentes, se relacionar e comunicar de forma a inspirar confiança e respeito entre clientes e pares."
Desenvolvedor React,Florianopolis,,"Participar de projetos de desenvolvimento de novos softwares, avaliando os protótipos entregues pela equipe de UX/"
Desenvolvedor Full Stack Java,Florianopolis,,Responsável pela análise e desenvolvimentos dos sistemas da Nexti.
Desenvolvedor Front-End - React,Florianopolis,,"Definir a arquitetura e construir o frontend de sistemas e aplicações web e mobile, utilizando tecnologias atuais e atendendo requisitos de responsividade e acessibilidade na web, implementando códigos que sejam escaláveis, fáceis de manter, eficientes e elegantes. Definir boas práticas, mantendo-se atualizado nas novas tecnologias de frontend e capacitando outros desenvolvedores. Participar de projetos de desenvolvimento de novos softwares, seguindo os protótipos definidos, planejando e implementando a estrutura e componentes da interface, utilizando para isso o framework de javascript React. Apoiar e orientar a elaboração de rotinas automatizadas de testes, utilizando-se de ferramentas e padrões para os testes necessários. Construir e validar protótipos de interfaces com usuários e clientes. Utilizar metodologias de UX no desenvolvimento de produtos e/"
DESENVOLVEDOR II,Recife,,"Olá, Quer se juntar amaior fornecedora de software de gestão de saúde? O que gostaríamosque você tivesse: Espíritoempreendedor, inovador e persistente; Responsabilidade com resultados; Humildadee ética. Somos um time devencedores e ESTAMOS TE PROCURANDO! DESENVOLVEDOR II Pré requisitos: * C# * Java; * HTML; * CSS; * Javascript; * Angular; * React; * SQL Server; * PL/"
Desenvolvedor Angular / Node / BD,São Paulo,,"Análise e programação orientada, solução de problemas. Design, planejamento e execução. Planejamento Pessoal e Profissional. Desejável (mas não fundamental)."
Desenvolvedor Node.JS - Pleno/Sênior,Rio de Janeiro,,"Desenvolver soluções escaláveis e de alta disponibilidade; Atuação tanto na sustentação de sistemas como no desenvolvimento de novos projetos; Foco em alta produtividade e flexibilidade, através de entregas iterativas e incrementais de valor de negócio."
Desenvolvedor Python / Odoo,São Paulo,,"O desenvolvedor será responsável pelo desenvolvimento de sistemas, testes e suporte dos softwares próprios da empresa. Atuar em Internalização de Produto, fazendo manutenção do legado e desenvolvimento de novos sistemas. Conhecimentos intermediário / avançado em Python. Conhecimento em HTML, CSS e JavaScript. Microserviços. Conhecimento de Linux. Conhecimento Git. Conhecimento básico de testes de software. Banco de dados: PostgreSQL / MySql."
Desenvolvedor Java Pleno,Campinas,,"Atuará no desenvolvimento e codificação utilizando sistemas como Java EE, Javascript, Springboot e outros sistemas."
Desenvolvedor Full-Stack Pleno/Sênior,Florianopolis,,Realizar o desenvolvimento evolutivo de aplicações utilizando a linguagem Java e Javascript; Participar da definição das soluções e ser propositivo e apresentar as suas ideias ou críticas; Ter empatia e ser receptivo a outras ideias; Disponibilidade para viagens; Facilidade de aprendizagem de novas linguagens ou frameworks.
Desenvolvedor Java Pleno,Campinas,,Buscamos um profissional para entregar valor para os nossos clientes por meio da evolução do API Plataform com alta qualidade utilizando as melhores práticas de codificação.
Desenvolvedor Java Júnior,Campinas,,"Buscam melhoria contínua e são incansáveis em busca de uma entrega épica, tem sentimento de dono, e abraça a demanda do cliente como se fosse sua, goste de inovação e busca sempre pensar alto e for a caixa e se relacionar bem, tenha um bom astral e trabalhe bem em equipe"
Desenvolvedor Full Stack - Software,Florianopolis,,"Programa, codifica e testa linguagens de programação, com base nos sistemas desenvolvidos pelos analistas. Executa a manutenção dos sistemas, fazendo eventuais correções necessárias, visando atender às necessidades dos usuários. Desenvolve os trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos. Buscamos desenvolvedores apaixonados por tecnologia, com vontade de encarar os desafios da profissão com entusiasmo e motivação, que seja engajado e proativo, sempre em busca de melhores resultados, entregando valor aos clientes com eficiência e qualidade."
Desenvolvedor Java Júnior,São Paulo,,"Buscam melhoria contínua e são incansáveis em busca de uma entrega épica, tem sentimento de dono, e abraça a demanda do cliente como se fosse sua, goste de inovação e busca sempre pensar alto e for a caixa e se relacionar bem, tenha um bom astral e trabalhe bem em equipe"
Desenvolvedor Java Júnior,Rio de Janeiro,,"Buscam melhoria contínua e são incansáveis em busca de uma entrega épica, tem sentimento de dono, e abraça a demanda do cliente como se fosse sua, goste de inovação e busca sempre pensar alto e for a caixa e se relacionar bem, tenha um bom astral e trabalhe bem em equipe"
Desenvolvedor Net - Sênior,Rio de Janeiro,,Irá exercer as atividades pertinentes a função.
Desenvolvedor C# Web Júnior,Ribeirão Preto,,"Desenvolvimento para novas funcionalidades, manutenção e e melhorias do sistema. Executar levantamento de requisitos, testagem de funcionalidades dos programas desenvolvidos, realizar a manutenção necessária em funcionalidades já existentes. Participar ativamente das reuniões de briefing de novos produtos ou novas funcionalidades, com equipe interna ou desenvolvedores das fábricas de software, entre outras atividades."
Desenvolvedor Full Stack - Linguagens,Florianopolis,,"Projetar e desenvolver softwares escaláveis, fáceis de manter, eficientes e elegantes. Garantir a qualidade dos componentes e aplicativos desenvolvidos, seguindo os processos de qualidade de software em vigor e registrando os resultados. Participar de projetos de desenvolvimento de novos software ou customização de software já existentes cumprindo com os prazos acordados. Analisar as especificações recebidas, verificando possíveis inconsistências e/"
Desenvolvedor Pleno C#/ASP.NET e PHP,Guarulhos,,Necessário ter habilitação categoria B.
Desenvolvedor React - Mobile,Florianopolis,,Desenvolver o aplicativo do SAJ ADV com React Native.
Desenvolvedor Node Jr.,São Paulo,,"Atuará na programação utilizando Java EE e Javascript, HTTP, seus verbos e Response Codes entre outros."
Desenvolvedor Full Stack Sênior - Cloud,Florianopolis,,Irá participar de projetos de desenvolvimento de novos softwares ou customizações e evolução de softwares já existentes cumprindo com os prazos acordados.
Desenvolvedor Front-end Sênior,Barueri,,"Buscamos Desenvolvedor Front End Sênior com habilidades avançadas em web design e UI para atuar em empresa do segmento de cartões em Alphaville. Ambiente de trabalho jovem e descolado like \\\\\\\""google\\\\\\\"". Vagas somente para atuação presencial. Ínicio imediato."
